Rv_ID,is_sdr,Function,groups,redox_enzyme,function_redox_,UK_score_4
Rv2043c,0.0,Nicotinamidase (EC 3.5.1.19),0.0,0.0,,0.0
Rv2044c,0.0,Possible membrane protein,0.0,0.0,,0.0
Rv2045c,0.0,Probable carboxylesterase LipT (EC 3.1.1.-),0.0,0.0,,0.0
Rv2046,0.0,Probable lipoprotein lppI,0.0,0.0,,0.0
Rv2047c,0.0,Phosphoenolpyruvate synthase (EC 2.7.9.2),0.0,1.0,Unknown,3.0
Rv2048c,0.0,Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39),0.0,1.0,Involved in biosynthesis of mannosyl-beta-1-phosphomycoketide (MPM),0.0
Rv2049c,0.0,,0.0,0.0,,0.0
Rv2050,0.0,,0.0,0.0,,0.0
Rv2051c,0.0,Apolipoprotein N-acyltransferase (EC 2.3.1.-) in lipid-linked oligosaccharide synthesis cluster / Dolichol-phosphate mannosyltransferase (EC 2.4.1.83) in lipid-linked oligosaccharide synthesis cluster,0.0,0.0,,0.0
Rv2052c,0.0,Exoenzymes regulatory protein AepA in lipid-linked oligosaccharide synthesis cluster,0.0,0.0,,0.0
Rv2053c,0.0,Cytoplasmic membrane protein FsxA,0.0,0.0,,0.0
Rv2054,0.0,Dienelactone hydrolase family protein,0.0,0.0,,0.0
Rv2055c,0.0,"SSU ribosomal protein S18p @ SSU ribosomal protein S18p, zinc-independent",0.0,0.0,,0.0
Rv2056c,0.0,"SSU ribosomal protein S14p (S29e) @ SSU ribosomal protein S14p (S29e), zinc-independent",0.0,0.0,,0.0
Rv2057c,0.0,LSU ribosomal protein L33p,0.0,0.0,,0.0
Rv2058c,0.0,LSU ribosomal protein L28p,0.0,0.0,,0.0
Rv2059,0.0,"Zinc ABC transporter, periplasmic-binding protein ZnuA",0.0,0.0,,0.0
Rv2060,0.0,,0.0,0.0,,0.0
Rv2061c,0.0,,0.0,1.0,Unknown,4.0
Rv2062c,0.0,CobN component of cobalt chelatase involved in B12 biosynthesis,0.0,0.0,,0.0
Rv2063,0.0,Programmed cell death antitoxin YdcD,0.0,0.0,,0.0
Rv2064,0.0,Cobalamin biosynthesis protein CobG,0.0,0.0,,0.0
Rv2065,0.0,Cobalt-precorrin-8x methylmutase (EC 5.4.1.2),0.0,0.0,,0.0
Rv2066,0.0,Cobalt-precorrin-2 C20-methyltransferase (EC 2.1.1.130) / Cobalt-precorrin-3b C17-methyltransferase,0.0,0.0,,0.0
Rv2067c,0.0,Methyltransferase type 12,0.0,0.0,,0.0
Rv2068c,0.0,Beta-lactamase class A,0.0,0.0,,0.0
Rv2069,0.0,RNA polymerase sigma-54 factor RpoN,0.0,0.0,,0.0
Rv2070c,0.0,Cobalt-precorrin-6x reductase (EC 1.3.1.54),0.0,0.0,,0.0
Rv2071c,0.0,Cobalt-precorrin-4 C11-methyltransferase (EC 2.1.1.133),0.0,0.0,,0.0
Rv2072c,0.0,Cobalt-precorrin-6y C5-methyltransferase (EC 2.1.1.-) / Cobalt-precorrin-6y C15-methyltransferase [decarboxylating] (EC 2.1.1.-),0.0,0.0,,0.0
Rv2073c,1.0,"Oxidoreductase, short-chain dehydrogenase/reductase family",1.0,1.0,Unknown,3.0
Rv2074,0.0,,0.0,1.0,May be involved in biosynthesis of pyridoxine (vitamin B6) and pyridoxal phosphate. Oxidize PNP and PMP into pyridoxal 5'-phosphate (PLP) [catalytic activity: pyridoxamine 5'-phosphate + H2O + O2 = pyridoxal 5'-phosphate + NH3 + H2O2],3.0
Rv2075c,0.0,,0.0,0.0,,0.0
Rv2076c,0.0,,0.0,0.0,,0.0
Rv2077A,0.0,,0.0,0.0,,0.0
Rv2077c,0.0,Possible membrane protein,0.0,0.0,,0.0
Rv2078,0.0,,0.0,0.0,,0.0
Rv2079,0.0,,0.0,0.0,,0.0
Rv2080,0.0,Lipoprotein LppJ,0.0,0.0,,0.0
Rv2081c,0.0,,0.0,0.0,,0.0
Rv2082,0.0,,0.0,0.0,,0.0
Rv2083,0.0,,0.0,0.0,,0.0
Rv2084,0.0,,0.0,0.0,,0.0
Rv2085,0.0,,0.0,0.0,,0.0
Rv2086,0.0,putative transposase,0.0,0.0,,0.0
Rv2087,0.0,Transposase,0.0,0.0,,0.0
Rv2088,0.0,Serine/threonine protein kinase PknJ (EC 2.7.11.1),0.0,0.0,,0.0
Rv2089c,0.0,Probable dipeptidase PepE (EC 3.4.13.-),0.0,0.0,,0.0
Rv2090,0.0,DNA polymerase I (EC 2.7.7.7),0.0,0.0,,0.0
Rv2091c,0.0,Possible membrane protein,0.0,0.0,,0.0
Rv2092c,0.0,FIG005666: putative helicase,0.0,0.0,,0.0
Rv2093c,0.0,Twin-arginine translocation protein TatC,0.0,0.0,,0.0
Rv2094c,0.0,Twin-arginine translocation protein TatA,0.0,0.0,,0.0
Rv2095c,0.0,FIG019733: possible DNA-binding protein,0.0,0.0,,0.0
Rv2096c,0.0,FIG005453: Putative DeoR-family transcriptional regulator,0.0,0.0,,0.0
Rv2097c,0.0,"Pup ligase PafA, possible component of postulated heterodimer PafA-PafA'",0.0,0.0,,0.0
Rv2098c,0.0,,0.0,0.0,,0.0
Rv2099c,0.0,,0.0,0.0,,0.0
Rv2100,0.0,,0.0,0.0,,0.0
Rv2101,0.0,"Helicase, SNF2/RAD54 family",0.0,0.0,,0.0
Rv2102,0.0,,0.0,0.0,,0.0
Rv2103c,0.0,,0.0,0.0,,0.0
Rv2104c,0.0,,0.0,0.0,,0.0
Rv2105,0.0,Mobile element protein,0.0,0.0,,0.0
Rv2106,0.0,Mobile element protein,0.0,0.0,,0.0
Rv2107,0.0,PE family protein,0.0,0.0,,0.0
Rv2108,0.0,PPE family protein,0.0,0.0,,0.0
Rv2109c,0.0,"Proteasome subunit alpha (EC 3.4.25.1), bacterial",0.0,0.0,,0.0
Rv2110c,0.0,"Proteasome subunit beta (EC 3.4.25.1), bacterial",0.0,0.0,,0.0
Rv2111c,0.0,Prokaryotic ubiquitin-like protein Pup,0.0,0.0,,0.0
Rv2112c,0.0,"Pup ligase PafA' paralog, possible component of postulated heterodimer PafA-PafA'",0.0,0.0,,0.0
Rv2113,0.0,Possible membrane protein,0.0,0.0,,0.0
Rv2114,0.0,,0.0,0.0,,0.0
Rv2115c,0.0,Bacterial proteasome-activating AAA-ATPase (PAN),0.0,0.0,,0.0
Rv2116,0.0,Probable conserved lipoprotein lppK,0.0,0.0,,0.0
Rv2117,0.0,YlxP-like protein,0.0,0.0,,0.0
Rv2118c,0.0,RNA methyltransferase,0.0,0.0,,0.0
Rv2119,0.0,RecB family exonuclease,0.0,0.0,,0.0
Rv2120c,0.0,,0.0,0.0,,0.0
Rv2121c,0.0,ATP phosphoribosyltransferase (EC 2.4.2.17),0.0,0.0,,0.0
Rv2122c,0.0,Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31),0.0,0.0,,0.0
Rv2123,0.0,PPE family protein,0.0,0.0,,0.0
Rv2124c,0.0,5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13),0.0,0.0,,0.0
Rv2125,0.0,,0.0,0.0,,0.0
Rv2126c,0.0,PE_PGRS family protein,0.0,0.0,,0.0
Rv2127,0.0,L-asparagine permease,0.0,0.0,,0.0
Rv2128,0.0,Possible membrane protein,0.0,0.0,,0.0
Rv2129c,1.0,"Oxidoreductase, short-chain dehydrogenase/reductase family",3.0,1.0,Unknown,3.0
Rv2130c,0.0,L-cysteine:1D-myo-inosityl 2-amino-2-deoxy-alpha-D-glucopyranoside ligase MshC,0.0,0.0,,0.0
Rv2131c,0.0,Protein cysQ homolog,0.0,0.0,,0.0
Rv2132,0.0,"DNA-binding protein, CopG family",0.0,0.0,,0.0
Rv2133c,0.0,Phosphatidylinositol 3-and 4-kinase family protein,0.0,0.0,,0.0
Rv2134c,0.0,,0.0,0.0,,0.0
Rv2135c,0.0,Phosphoglycerate mutase family,0.0,0.0,,0.0
Rv2136c,0.0,Undecaprenyl-diphosphatase (EC 3.6.1.27),0.0,0.0,,0.0
Rv2137c,0.0,,0.0,0.0,,0.0
Rv2138,0.0,Lipoprotein LppL,0.0,0.0,,0.0
Rv2139,0.0,Dihydroorotate dehydrogenase (EC 1.3.3.1),0.0,0.0,,0.0
Rv2140c,0.0,Phospholipid-binding protein,0.0,0.0,,0.0
Rv2141c,0.0,FIG016551: Putative peptidase,0.0,0.0,,0.0
Rv2142c,0.0,,0.0,0.0,,0.0
Rv2143,0.0,Phosphoribosyl transferase domain protein,0.0,0.0,,0.0
Rv2144c,0.0,Probable transmembrane protein,0.0,0.0,,0.0
Rv2145c,0.0,"FIG055075: Possibly a cell division protein, antigen 84 in Mycobacteria",0.0,0.0,,0.0
Rv2146c,0.0,FIG021764: Possible membrane protein,0.0,0.0,,0.0
Rv2147c,0.0,,0.0,0.0,,0.0
Rv2148c,0.0,,0.0,0.0,,0.0
Rv2149c,0.0,COG1496: Uncharacterized conserved protein,0.0,0.0,,0.0
Rv2150c,0.0,Cell division protein FtsZ (EC 3.4.24.-),0.0,0.0,,0.0
Rv2151c,0.0,Cell division protein FtsQ homolog,0.0,0.0,,0.0
Rv2152c,0.0,UDP-N-acetylmuramate--alanine ligase (EC 6.3.2.8),0.0,0.0,,0.0
Rv2153c,0.0,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227),0.0,0.0,,0.0
Rv2154c,0.0,Cell division protein FtsW,0.0,0.0,,0.0
Rv2155c,0.0,UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9),0.0,0.0,,0.0
Rv2156c,0.0,Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13),0.0,0.0,,0.0
Rv2157c,0.0,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine ligase (EC 6.3.2.10)",0.0,0.0,,0.0
Rv2158c,0.0,"UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13)",0.0,0.0,,0.0
Rv2159c,0.0,,0.0,0.0,,0.0
Rv2160A,0.0,,0.0,0.0,,0.0
Rv2160c,0.0,"Transcriptional regulator, TetR family",0.0,0.0,,0.0
Rv2161c,0.0,Probable F420-dependent oxidoreductase family protein,0.0,1.0,Unknown,2.0
Rv2162c,0.0,PE family protein,0.0,0.0,,0.0
Rv2163c,0.0,Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129),0.0,0.0,,0.0
Rv2164c,0.0,FIG034299: proline rich membrane protein,0.0,0.0,,0.0
Rv2165c,0.0,rRNA small subunit methyltransferase H,0.0,0.0,,0.0
Rv2166c,0.0,Cell division protein MraZ,0.0,0.0,,0.0
Rv2167c,0.0,Mobile element protein,0.0,0.0,,0.0
Rv2168c,0.0,Mobile element protein,0.0,0.0,,0.0
Rv2169c,0.0,Possible membrane protein,0.0,0.0,,0.0
Rv2170,0.0,Acetyltransferase (EC 2.3.1.-),0.0,0.0,,0.0
Rv2171,0.0,Lipoprotein LppM,0.0,0.0,,0.0
Rv2172c,0.0,,0.0,0.0,,0.0
Rv2173,0.0,Geranylgeranyl pyrophosphate synthetase (EC 2.5.1.29),0.0,0.0,,0.0
Rv2174,0.0,Carotene biosynthesis associated membrane protein,0.0,0.0,,0.0
Rv2175c,0.0,,0.0,0.0,,0.0
Rv2176,0.0,Probable serine/threonine-protein kinase pknL (EC 2.7.11.1),0.0,0.0,,0.0
Rv2177c,0.0,Mobile element protein,0.0,0.0,,0.0
Rv2178c,0.0,2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54),0.0,0.0,,0.0
Rv2179c,0.0,,0.0,0.0,,0.0
Rv2180c,0.0,Possible membrane protein,0.0,0.0,,0.0
Rv2181,0.0,Possible membrane protein,0.0,0.0,,0.0
Rv2182c,0.0,1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51),0.0,0.0,,0.0
Rv2183c,0.0,,0.0,0.0,,0.0
Rv2184c,0.0,Arsenical pump-driving ATPase (EC 3.6.3.16),0.0,0.0,,0.0
Rv2185c,0.0,,0.0,0.0,,0.0
Rv2186c,0.0,,0.0,0.0,,0.0
Rv2187,0.0,Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3),0.0,0.0,,0.0
Rv2188c,0.0,Poly(glycerol-phosphate) alpha-glucosyltransferase (EC 2.4.1.52),0.0,0.0,,0.0
Rv2189c,0.0,,0.0,0.0,,0.0
Rv2190c,0.0,Probable endopeptidase,0.0,0.0,,0.0
Rv2191,0.0,DNA polymerase III epsilon subunit (EC 2.7.7.7),0.0,0.0,,0.0
Rv2192c,0.0,Anthranilate phosphoribosyltransferase (EC 2.4.2.18),0.0,0.0,,0.0
Rv2193,0.0,Cytochrome c oxidase polypeptide III (EC 1.9.3.1),0.0,0.0,,0.0
Rv2194,0.0,"ubiquinol cytochrome C oxidoreductase, cytochrome C1 subunit",0.0,0.0,,0.0
Rv2195,0.0,Ubiquinol-cytochrome C reductase iron-sulfur subunit (EC 1.10.2.2),0.0,0.0,,0.0
Rv2196,0.0,"Ubiquinol--cytochrome c reductase, cytochrome B subunit (EC 1.10.2.2)",0.0,0.0,,0.0
Rv2197c,0.0,Possible membrane protein,0.0,0.0,,0.0
Rv2198c,0.0,Putative membrane protein MmpS3,0.0,0.0,,0.0
Rv2199c,0.0,Probable cytochrome c oxidase polypeptide 4 (EC 1.9.3.1),0.0,0.0,,0.0
Rv2200c,0.0,Cytochrome c oxidase polypeptide II (EC 1.9.3.1),0.0,0.0,,0.0
Rv2201,0.0,Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4),0.0,0.0,,0.0
Rv2202c,0.0,Adenosine kinase (EC 2.7.1.20),0.0,0.0,,0.0
Rv2203,0.0,Possible membrane protein,0.0,0.0,,0.0
Rv2204c,0.0,probable iron binding protein from the HesB_IscA_SufA family,0.0,0.0,,0.0
Rv2205c,0.0,Glycerate kinase (EC 2.7.1.31),0.0,0.0,,0.0
Rv2206,0.0,"CblZ, a non-orthologous displasment for Alpha-ribazole-5'-phosphate phosphatase",0.0,0.0,,0.0
Rv2207,0.0,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21),0.0,0.0,,0.0
Rv2208,0.0,Cobalamin synthase,0.0,0.0,,0.0
Rv2209,0.0,,0.0,0.0,,0.0
Rv2210c,0.0,Branched-chain amino acid aminotransferase (EC 2.6.1.42),0.0,0.0,,0.0
Rv2211c,0.0,Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10),0.0,0.0,,0.0
Rv2212,0.0,Adenylate cyclase (EC 4.6.1.1),0.0,0.0,,0.0
Rv2213,0.0,Cytosol aminopeptidase PepA (EC 3.4.11.1),0.0,0.0,,0.0
Rv2214c,1.0,"Oxidoreductase, short-chain dehydrogenase/reductase family (EC 1.1.1.-)",3.0,1.0,Thought to be involved in detoxification reactions following oxidative damage to lipids.,1.0
Rv2215,0.0,Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168),0.0,0.0,,0.0
Rv2216,0.0,Cell division inhibitor,0.0,1.0,Unknown,4.0
Rv2217,0.0,Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase,0.0,0.0,,0.0
Rv2218,0.0,Lipoate synthase,0.0,0.0,,0.0
Rv2219,0.0,"Transmembrane protein MT2276, clustered with lipoate gene",0.0,0.0,,0.0
Rv2219A,0.0,PROBABLE MEMBRANE PROTEIN,0.0,0.0,,0.0
Rv2220,0.0,Glutamine synthetase type I (EC 6.3.1.2),0.0,0.0,,0.0
Rv2221c,0.0,Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42),0.0,0.0,,0.0
Rv2222c,0.0,Glutamine synthetase type I (EC 6.3.1.2),0.0,0.0,,0.0
Rv2223c,0.0,Putative hydrolase,0.0,0.0,,0.0
Rv2224c,0.0,Probable exported protease [EC:3.4.-.-],0.0,0.0,,0.0
Rv2225,0.0,3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11),0.0,0.0,,0.0
Rv2226,0.0,Chaperonin GroEL (HSP60 family),0.0,0.0,,0.0
Rv2227,0.0,,0.0,0.0,,0.0
Rv2228c,0.0,FIG006762: Phosphoglycerate mutase family,0.0,0.0,,0.0
Rv2229c,0.0,,0.0,0.0,,0.0
Rv2230c,0.0,,0.0,0.0,,0.0
Rv2231c,0.0,L-threonine 3-O-phosphate decarboxylase (EC 4.1.1.81),0.0,0.0,,0.0
Rv2232,0.0,Phosphoglycolate phosphatase (EC 3.1.3.18),0.0,0.0,,0.0
Rv2234,0.0,Low molecular weight protein tyrosine phosphatase (EC 3.1.3.48),0.0,0.0,,0.0
Rv2235,0.0,"Cytochrome oxidase biogenesis protein Surf1, facilitates heme A insertion",0.0,0.0,,0.0
Rv2236c,0.0,Adenosylcobinamide-phosphate synthase,0.0,0.0,,0.0
Rv2237,0.0,,0.0,0.0,,0.0
Rv2238c,0.0,Alkyl hydroperoxide reductase subunit C-like protein,0.0,0.0,,0.0
Rv2239c,0.0,,0.0,0.0,,0.0
Rv2240c,0.0,,0.0,0.0,,0.0
Rv2241,0.0,Pyruvate dehydrogenase E1 component (EC 1.2.4.1),0.0,0.0,,0.0
Rv2242,0.0,Regulator of polyketide synthase expression,0.0,0.0,,0.0
Rv2243,0.0,Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39),0.0,0.0,,0.0
Rv2244,0.0,Acyl carrier protein,0.0,0.0,,0.0
Rv2245,0.0,"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)",0.0,0.0,,0.0
Rv2246,0.0,"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)",0.0,0.0,,0.0
Rv2247,0.0,Propionyl-CoA carboxylase beta chain (EC 6.4.1.3),0.0,0.0,,0.0
Rv2248,0.0,,0.0,0.0,,0.0
Rv2249c,0.0,Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3),0.0,1.0,"Involved in aerobic respiration and oxidation of glycerol. Reduces an acceptor and generates glycerone phosphate from Sn-glycerol 3-phosphate. Possibly play a role in metabolism of riboflavin, FAD,FMN [catalytic activity: SN-glycerol 3-phosphate + acceptor = glycerone phosphate + reduced acceptor].",0.0
Rv2250A,0.0,Flavoprotein,0.0,0.0,,0.0
Rv2250c,0.0,"Transcriptional regulator, TetR family",0.0,0.0,,0.0
Rv2251,0.0,Flavoprotein,0.0,1.0,Electron acceptor,2.0
Rv2252,0.0,Diacylglycerol kinase-related protein,0.0,1.0,Unknown. Involved in synthesis of phosphatidylinositol mannosides (PIMS).,4.0
Rv2253,0.0,,0.0,0.0,,0.0
Rv2254c,0.0,Possible membrane protein,0.0,0.0,,0.0
Rv2255c,0.0,,0.0,0.0,,0.0
Rv2256c,0.0,,0.0,0.0,,0.0
Rv2257c,0.0,Beta-lactamase class C and other penicillin binding proteins,0.0,0.0,,0.0
Rv2258c,0.0,Possible transcriptional regulatory protein,0.0,0.0,,0.0
Rv2259,0.0,"Formaldehyde dehydrogenase MscR, NAD/mycothiol-dependent (EC 1.2.1.66) / S-nitrosomycothiol reductase MscR",0.0,1.0,Involved in the reduction of S-nitroglutathione,0.0
Rv2260,0.0,Putative hydrolase in cluster with formaldehyde/S-nitrosomycothiol reductase MscR,0.0,0.0,,0.0
Rv2261c,0.0,Apolipoprotein N-acyltransferase (EC 2.3.1.-),0.0,0.0,,0.0
Rv2262c,0.0,Apolipoprotein N-acyltransferase (EC 2.3.1.-),0.0,0.0,,0.0
Rv2263,1.0,"Oxidoreductase, short-chain dehydrogenase/reductase family",1.0,1.0,Oxidoreduction,2.0
Rv2264c,0.0,Possible molecular chaperone DnaK,0.0,0.0,,0.0
Rv2265,0.0,,0.0,0.0,,0.0
Rv2266,0.0,putative cytochrome P450 hydroxylase,0.0,0.0,,0.0
Rv2267c,0.0,,0.0,0.0,,0.0
Rv2268c,0.0,Cytochrome P450 128,0.0,0.0,,0.0
Rv2269c,0.0,,0.0,0.0,,0.0
Rv2270,0.0,Lipoprotein LppN,0.0,0.0,,0.0
Rv2271,0.0,,0.0,0.0,,0.0
Rv2272,0.0,Possible membrane protein,0.0,0.0,,0.0
Rv2273,0.0,Possible membrane protein,0.0,0.0,,0.0
Rv2274c,0.0,,0.0,0.0,,0.0
Rv2275,0.0,,0.0,0.0,,0.0
Rv2276,0.0,Cytochrome P450 121,0.0,0.0,,0.0
Rv2277c,0.0,Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46),0.0,0.0,,0.0
Rv2278,0.0,Mobile element protein,0.0,0.0,,0.0
Rv2279,0.0,Mobile element protein,0.0,0.0,,0.0
Rv2280,0.0,Probable dehydrogenase,0.0,1.0,Oxidoreduction,1.0
Rv2281,0.0,Probable low-affinity inorganic phosphate transporter,0.0,0.0,,0.0
Rv2282c,0.0,Cys regulon transcriptional activator CysB,0.0,0.0,,0.0
Rv2283,0.0,,0.0,0.0,,0.0
Rv2284,0.0,Membrane-bound esterase LipM,0.0,0.0,,0.0
Rv2285,0.0,Diacyglycerol O-acyltransferase (EC 2.3.1.20),0.0,0.0,,0.0
Rv2286c,0.0,,0.0,0.0,,0.0
Rv2287,0.0,Na+/H+ antiporter,0.0,0.0,,0.0
Rv2288,0.0,,0.0,0.0,,0.0
Rv2289,0.0,CDP-diacylglycerol pyrophosphatase (EC 3.6.1.26),0.0,0.0,,0.0
Rv2290,0.0,Probable conserved lipoprotein lppOb,0.0,0.0,,0.0
Rv2291,0.0,"Thiosulfate sulfurtransferase, rhodanese (EC 2.8.1.1)",0.0,0.0,,0.0
Rv2292c,0.0,,0.0,0.0,,0.0
Rv2293c,0.0,,0.0,0.0,,0.0
Rv2294,0.0,Putative cystathionine beta-lyase (EC 4.4.1.8),0.0,0.0,,0.0
Rv2295,0.0,Colicin E2 tolerance protein CbrC-like protein,0.0,0.0,,0.0
Rv2296,0.0,Haloalkane dehalogenase (EC 3.8.1.5),0.0,0.0,,0.0
Rv2297,0.0,,0.0,0.0,,0.0
Rv2298,0.0,Aldo/keto reductase,0.0,1.0,Unknown,3.0
Rv2299c,0.0,Chaperone protein HtpG,0.0,0.0,,0.0
Rv2300c,0.0,,0.0,0.0,,0.0
Rv2301,0.0,Cutinase Cut2 (EC 3.1.1.74),0.0,0.0,,0.0
Rv2302,0.0,,0.0,0.0,,0.0
Rv2303c,0.0,PROBABLE ANTIBIOTIC-RESISTANCE PROTEIN,0.0,0.0,,0.0
Rv2304c,0.0,,0.0,0.0,,0.0
Rv2305,0.0,,0.0,0.0,,0.0
Rv2306A,0.0,,0.0,0.0,,0.0
Rv2306B,0.0,,0.0,0.0,,0.0
Rv2307A,0.0,,0.0,0.0,,0.0
Rv2307B,0.0,,0.0,0.0,,0.0
Rv2307c,0.0,Hydrolases of the alpha/beta superfamily,0.0,0.0,,0.0
Rv2307D,0.0,,0.0,0.0,,0.0
Rv2308,0.0,,0.0,0.0,,0.0
Rv2309A,0.0,,0.0,0.0,,0.0
Rv2309c,0.0,Integrase,0.0,0.0,,0.0
Rv2310,0.0,"DNA binding domain, excisionase family",0.0,0.0,,0.0
Rv2311,0.0,Putative ATP-dependent exoDNAse,0.0,0.0,,0.0
Rv2312,0.0,,0.0,0.0,,0.0
Rv2313c,0.0,,0.0,0.0,,0.0
Rv2314c,0.0,"TldE/PmbA family protein, Actinobacterial subgroup",0.0,0.0,,0.0
Rv2315c,0.0,"TldD family protein, Actinobacterial subgroup",0.0,0.0,,0.0
Rv2316,0.0,"Multiple sugar ABC transporter, membrane-spanning permease protein MsmF",0.0,0.0,,0.0
Rv2317,0.0,Inositol transport system permease protein,0.0,0.0,,0.0
Rv2318,0.0,Periplasmic sugar-binding lipoprotein UspC,0.0,0.0,,0.0
Rv2319c,0.0,Universal stress protein family,0.0,0.0,,0.0
Rv2320c,0.0,Cationic amino acid transport integral membrane protein RocE,0.0,0.0,,0.0
Rv2321c,0.0,Ornithine aminotransferase (EC 2.6.1.13),0.0,0.0,,0.0
Rv2322c,0.0,Ornithine aminotransferase (EC 2.6.1.13) ; N-terminus domain,0.0,0.0,,0.0
Rv2323c,0.0,"NG,NG-dimethylarginine dimethylaminohydrolase 1 (EC 3.5.3.18)",0.0,0.0,,0.0
Rv2324,0.0,"Transcriptional regulator, AsnC family",0.0,0.0,,0.0
Rv2325c,0.0,Transmembrane component of energizing module of ECF transporters in Mycobacteria,0.0,0.0,,0.0
Rv2326c,0.0,Candidate substrate-specific domain of ECF transporters in Mycobacteria / Duplicated ATPase component of energizing module of predicted ECF transporter in Mycobacteria,0.0,0.0,,0.0
Rv2327,0.0,"Transcriptional regulator, MarR family",0.0,0.0,,0.0
Rv2328,0.0,PE family protein,0.0,0.0,,0.0
Rv2329c,0.0,Nitrate/nitrite transporter,0.0,0.0,,0.0
Rv2330c,0.0,Lipoprotein LppP,0.0,0.0,,0.0
Rv2331,0.0,,0.0,0.0,,0.0
Rv2331A,0.0,,0.0,0.0,,0.0
Rv2332,0.0,NAD-dependent malic enzyme (EC 1.1.1.38),0.0,1.0,"Catalyzes the oxidative decarboxylation of malate into pyruvate, important for a wide range of metabolic pathways [catalytic activity: (S)-malate + NAD(+) = pyruvate + CO(2) + NADH].",0.0
Rv2333c,0.0,"Drug resistance transporter, EmrB/QacA subfamily",0.0,0.0,,0.0
Rv2334,0.0,Cysteine synthase (EC 2.5.1.47),0.0,0.0,,0.0
Rv2335,0.0,Serine acetyltransferase (EC 2.3.1.30),0.0,0.0,,0.0
Rv2336,0.0,,0.0,0.0,,0.0
Rv2337c,0.0,,0.0,0.0,,0.0
Rv2338c,0.0,Molybdopterin biosynthesis protein MoeW,0.0,1.0,"Involved in molybdoptenum cofactor biosynthesis; thought to be involved in the biosynthesis of a demolybdo-cofactor (molybdopterin), necessary for molybdo-enzymes.",0.0
Rv2339,0.0,Transmembrane transport protein MmpL9,0.0,0.0,,0.0
Rv2340c,0.0,PE family protein,0.0,0.0,,0.0
Rv2341,0.0,Lipoprotein LppQ,0.0,0.0,,0.0
Rv2342,0.0,,0.0,0.0,,0.0
Rv2343c,0.0,DNA primase (EC 2.7.7.-),0.0,0.0,,0.0
Rv2344c,0.0,"dNTP triphosphohydrolase, broad substrate specificity, subgroup 2",0.0,0.0,,0.0
Rv2345,0.0,Possible membrane protein,0.0,0.0,,0.0
Rv2346c,0.0,ESAT-6-like protein EsxL,0.0,0.0,,0.0
Rv2347c,0.0,ESAT-6-like protein EsxK,0.0,0.0,,0.0
Rv2348c,0.0,,0.0,0.0,,0.0
Rv2349c,0.0,Phospholipase C 3 PlcC (EC 3.1.4.3),0.0,0.0,,0.0
Rv2350c,0.0,Phospholipase C 3 PlcC (EC 3.1.4.3),0.0,0.0,,0.0
Rv2351c,0.0,Phospholipase C 3 PlcC (EC 3.1.4.3),0.0,0.0,,0.0
Rv2352c,0.0,PPE family protein,0.0,0.0,,0.0
Rv2353c,0.0,PPE family protein,0.0,0.0,,0.0
Rv2354,0.0,Mobile element protein,0.0,0.0,,0.0
Rv2355,0.0,Mobile element protein,0.0,0.0,,0.0
Rv2356c,0.0,PPE family protein,0.0,0.0,,0.0
Rv2357c,0.0,Glycyl-tRNA synthetase (EC 6.1.1.14),0.0,0.0,,0.0
Rv2358,0.0,"Transcriptional regulator, ArsR family",0.0,0.0,,0.0
Rv2359,0.0,Zinc uptake regulation protein ZUR,0.0,0.0,,0.0
Rv2360c,0.0,,0.0,0.0,,0.0
Rv2361c,0.0,Undecaprenyl pyrophosphate synthetase (EC 2.5.1.31),0.0,0.0,,0.0
